,dx,ht,natr,willr,rsi,roc,mom,mfi,adxr,obv,ad,bas,macd,cci,atr,r_3,r_2,r_1,width,cmo,slowd,slowk,hl,var,mabas,mabas2,amount,close,datetime,down_count,high,low,open,percent,settle,suspend,time,up_count,vol,wd,state
2017-09-08,35.4020778109,1,1.81119262041,-34.2622412093,57.2978053371,-2.68691441071,86.48,76.0465609487,24.7730527439,22884476.0,-1070509.33437,0.00461233813574,2.08475904359,12.8717315618,27.8786012904,-2.04744928383,-1.6731212176,-0.442743915971,0.149270790942,14.5956106742,69.714820459,48.4184017692,-4.46491461531,177.206976001,0.00968250099461,0.0207398337754,16423536640.0,1539.24,201709081500,11.0,1551.29,1533.58,1547.81,-0.44176525,1546.07,0,1500,19.0,115928.0,2,5
2017-09-11,33.3598690342,1,1.78123202237,-31.8698652645,58.0540438595,-2.16608329529,93.35,76.2909248601,24.9098842216,22989254.0,-1064268.63844,0.00284232515058,0.109758828797,5.57053761193,27.4822726268,-1.43692005137,-0.20654274974,0.236201166231,0.145790691643,16.108087719,49.9379597446,27.353611087,-4.23547501291,206.543424001,0.00740244237993,0.021142803749,14465549312.0,1542.88,201709111500,7.0,1553.38,1531.05,1534.62,0.2364803409,1539.24,0,1500,23.0,104778.0,2,5
2017-09-12,43.7343574494,1,1.81364954403,-19.6122247782,61.7880101265,-0.607862107595,97.17,76.8748807307,25.230928741,23179573.0,-1091260.86964,0.00352613870599,-0.188997638749,41.2516576558,28.3206817249,0.994988257498,1.43773217347,1.20153100724,0.141551855922,23.576020253,34.3387077569,27.2441104147,-3.76906946407,197.789580001,0.00611034115529,0.0215448480499,26516961280.0,1561.53,201709121500,0.0,1582.1,1546.07,1546.07,1.2087783885,1542.88,0,1500,32.0,190319.0,3,5
2017-09-13,43.7343574494,1,1.77235555893,-24.6270128163,59.456124351,-0.722586745549,113.33,76.5050574582,26.0014227299,23084614.0,-1119093.67998,0.00293950546765,-1.09815313334,4.78196170036,27.5406330302,0.947911169293,0.711710003061,-0.489821004176,0.135312868263,18.9122487019,30.5509868377,37.0552390114,-4.49205297257,199.097096002,0.00505339592607,0.0218632705,13129156608.0,1553.9,201709131500,28.0,1565.15,1547.75,1560.49,-0.4886233374,1561.53,0,1500,3.0,94959.0,4,5
2017-09-14,46.2710290073,1,1.77140159636,-44.0635451505,58.0069648307,0.203095590756,68.86,76.0694674353,27.9039364117,22960996.0,-1217015.00746,0.00198391380656,-2.1521086346,-31.9744925214,27.4427306709,0.409432380218,-0.79209862702,-0.302277622844,0.129824857908,16.0139296614,35.0697402236,40.9098712446,-4.08088668602,197.235060001,0.00403023521957,0.0220716980553,17526018048.0,1549.21,201709141500,23.0,1572.66,1546.49,1553.11,-0.301821224,1553.9,0,1500,8.0,123618.0,4,4
2017-09-15,39.0010635427,1,1.75488241502,-63.2128647215,58.9332126826,0.909539772875,-15.0,66.7368859626,29.4109146353,23105926.0,-1188845.5145,0.00173582103447,-2.68017676645,-66.5094823168,27.257535623,-0.5323038025,-0.0424827983243,0.259794824519,0.119491808283,17.8664253652,38.043687205,36.1659513591,-4.13524059827,139.522560002,0.0032654304912,0.0222186665075,19982964736.0,1553.24,201709151500,8.0,1563.25,1538.4,1545.79,0.2601325837,1549.21,0,1500,21.0,144930.0,4,4
2017-09-18,45.914559118,1,1.74235925951,-30.6200265252,63.1978868465,1.94571191538,21.71,65.5584120421,31.1925512948,23314885.0,-1134251.18448,0.00340866260793,-1.84736792876,60.9597657444,27.4055687928,1.21531494539,1.51759256823,1.25779774372,0.110587480077,26.3957736931,42.414271571,50.1669921094,-4.09568056776,123.594324002,0.00331317453011,0.0224438032975,29095571456.0,1572.9,201709181500,0.0,1582.57,1556.39,1556.45,1.2657412892,1553.24,0,1500,32.0,208959.0,4,4
2017-09-19,34.9269170801,1,1.78724684771,-68.8412017167,55.6899369126,-0.789610190006,-5.68,56.6911137918,32.4545124058,23174610.0,-1223533.35922,0.00180732755791,-2.96816836449,-36.4298814036,27.6880281647,-0.000645492365445,-0.260440316885,-1.5182380606,0.0963670632535,11.3798738251,45.9503198151,51.5180159767,-3.89996075216,98.6161160017,0.00281122553938,0.0225272667254,19555184640.0,1549.2,201709191500,31.0,1574.86,1543.5,1574.51,-1.5067709327,1572.9,0,1500,1.0,140275.0,1,4
2017-09-20,33.9410075508,0,1.71728821009,-65.7339055794,56.1186959121,-0.185983654032,-20.42,49.1112860532,33.6753705797,23285528.0,-1185761.28355,0.00100011868682,-3.61994537413,-69.4105497299,26.6353118673,-0.143674020044,-1.40147176376,0.116766296841,0.0834876219644,12.2373918242,51.1396541791,51.7339544513,-4.78556582246,83.0472360011,0.00220752325519,0.0225187000596,15495480320.0,1551.01,201709201500,6.0,1555.28,1542.33,1547.82,0.1168344952,1549.2,0,1500,23.0,110918.0,2,4
2017-09-21,41.2368291736,0,1.7167562101,-70.660944206,55.2064979781,-0.0690674601894,-33.6,46.8260823918,34.8720221374,23149611.0,-1319257.77174,0.000219030545859,-4.23399643786,-13.3274330965,26.577789591,-1.58668389098,-0.0684458303824,-0.185212127224,0.053242696248,10.4129959562,46.3220853808,35.7142857143,-4.09327288223,81.0118050012,0.00154469235208,0.0224187188504,18960271360.0,1548.14,201709211500,24.0,1573.74,1547.91,1551.03,-0.1850407154,1551.01,0,1500,8.0,135917.0,2,4
2017-09-22,23.0564226913,0,1.70645039314,-70.0715174129,53.9205732186,-0.580077772913,-32.81,47.899355874,35.3409795273,23024679.0,-1238727.06349,-0.000602869303423,-4.84893227418,-142.257441063,26.3515189059,-0.32132644193,-0.438092738771,-0.252880611548,0.0313193964261,7.8411464371,40.8538313752,35.1132539599,-4.18911740172,70.3935840018,0.000828838466913,0.0222237293319,17122515968.0,1544.23,201709221500,21.0,1548.39,1524.98,1542.15,-0.2525611379,1548.14,0,1500,10.0,124932.0,2,4
2017-09-25,23.0564226913,0,1.68149333645,-86.0913353013,50.2938494815,-2.53735138915,-38.09,41.0437780347,35.1760648358,22921033.0,-1225222.4288,-0.00211747025307,-5.88891849442,-160.90770655,25.7771246984,-1.16862549157,-0.983413364344,-0.730532752797,0.0335523465777,0.587698962982,32.5543121751,26.8353968512,-4.80844703121,98.4703050018,-0.000153264439749,0.0218843169543,14353651712.0,1532.99,201709251500,28.0,1538.43,1525.92,1538.37,-0.7278708483,1544.23,0,1500,3.0,103646.0,2,4
2017-09-26,23.0564226913,0,1.60974890064,-85.7787810384,50.3514408636,-1.03472760134,-32.04,42.6445702678,35.1101104446,22989049.0,-1204465.14665,-0.00280163969364,-6.39858050731,-131.346749416,24.6801872199,-0.971672294067,-0.718791682519,0.0117410702773,0.0358436352065,0.70288172713,27.4890864553,20.5186085547,-4.99136573007,114.731929001,-0.00103605619105,0.0214548045923,9455020032.0,1533.17,201709261500,12.0,1536.79,1526.37,1530.36,0.0117417596,1532.99,0,1500,18.0,68016.0,2,4
2017-09-27,24.7139092698,0,1.54691670286,-89.0953290502,49.6934915655,-1.2733638081,-14.81,48.1361019008,34.7492449514,22920516.0,-1246169.8294,-0.00319551631716,-6.66792351432,-100.204644,23.6873167042,-0.843447833734,-0.112915080937,-0.124656151215,0.0382559264748,-0.613016869096,20.1218412031,13.0115182034,-4.9561536394,137.765865001,-0.00175587623308,0.0209568087516,9568379904.0,1531.26,201709271500,19.0,1539.93,1529.15,1531.95,-0.1245784877,1533.17,0,1500,11.0,68533.0,2,4
2017-09-28,21.1427996345,1,1.47312006576,-97.7426636569,47.9347124091,-1.41201700105,-12.96,49.6120080853,34.2136799074,22855998.0,-1289559.12764,-0.00371050170475,-6.95324250016,-118.105032556,22.4839369396,-0.438667444194,-0.450408514471,-0.325752363256,0.0397681797176,-4.13057518172,14.2192896143,9.12774208485,-5.40780094962,172.818956002,-0.00240741805697,0.0203847956093,8720139264.0,1526.28,201709281500,20.0,1532.0,1525.16,1529.43,-0.3252223659,1531.26,0,1500,8.0,64518.0,2,4
2017-09-29,33.5720688464,0,1.48904996453,-64.073623893,54.6629079965,0.0932503577835,2.79,49.709602494,34.5307894245,22963976.0,-1265790.3855,-0.00185337119036,-5.66253371392,-24.1959917296,23.0157985868,0.811998589167,0.936654740381,1.26240710364,0.0356456622876,9.32581599302,13.4510376755,18.2138527384,-4.046265392,164.353425002,-0.0022227357681,0.019906721399,15548565504.0,1545.67,201709291500,0.0,1556.21,1529.18,1529.18,1.2704090992,1526.28,0,1500,32.0,107978.0,3,4
2017-10-09,45.2240468053,0,1.57539684319,-66.7695306156,54.5728211361,0.812138370113,-16.09,47.7106135982,35.2413903319,22837336.0,-1389146.56318,-0.00075175253693,-4.6908588446,71.2649461906,24.3468129735,0.921773354703,1.24752571796,-0.0148813856786,0.0318333738148,9.14564227221,17.6657934577,25.6557855499,-3.61376256982,70.6708890009,-0.00173240802438,0.0194853221884,18235361280.0,1545.44,201710091500,9.0,1586.55,1544.9,1580.49,-0.0148802785,1545.67,0,1500,23.0,126640.0,4,4
2017-10-10,32.3599977201,1,1.56719748367,-65.1616046776,54.9172276657,0.864874736657,-7.47,47.4479285972,35.5323991199,22942132.0,-1336311.72158,-8.57692915925e-06,-3.88153608993,-24.423126004,24.2356120468,1.31156463511,0.0491575314708,0.0640389171494,0.0288052249635,9.83445533133,26.7952589438,36.516138543,-4.21738248434,66.6740560015,-0.00115779765931,0.0191049799704,15085459456.0,1546.43,201710101500,6.0,1552.08,1529.29,1544.44,0.0640594264,1545.44,0,1500,24.0,104796.0,4,4
2017-10-11,32.3599977201,1,1.50964623364,-78.5772291701,51.414768879,0.451262359103,-11.04,40.9760634843,35.5429799421,22862415.0,-1391390.36664,-0.000414578679241,-3.797865116,-32.0202270631,23.220925472,-0.486407517057,-0.471526131379,-0.535565048528,0.0270590867083,2.82953775809,30.6674897573,29.8305451789,-5.03276807514,54.4246960008,-0.000910057999284,0.0186914006424,11025884160.0,1538.17,201710111500,29.0,1546.65,1536.62,1545.23,-0.5341334558,1546.43,0,1500,3.0,79717.0,4,4
2017-10-12,22.9871028038,1,1.49482846579,-92.2364788046,48.0543185285,0.228005346332,-23.48,42.9986000048,35.4649693006,22791262.0,-1425779.03605,-0.00143949715288,-4.17432133747,-73.7056238451,22.8672879383,-1.01977990938,-1.08381882653,-0.548253778006,0.0284953401566,-3.89136294303,29.2194184816,21.3115717229,-4.42760576895,51.8845800003,-0.00108653771715,0.0182002473514,9815929856.0,1529.76,201710121500,29.0,1543.31,1525.04,1538.28,-0.5467536098,1538.17,0,1500,4.0,71153.0,1,4
2017-10-13,22.9871028038,0,1.43595082463,-88.5821016729,49.0144439334,-0.883759146519,-40.89,32.0446246449,35.0001150607,22860553.0,-1419632.77554,-0.00169101475102,-4.12963149469,-74.2532171553,21.9989102284,-0.93684499081,-0.401279942282,0.146973835724,0.0292516776788,-1.97111213324,21.5393512629,13.475936887,-4.96315799323,48.4849760002,-0.00128803006177,0.0176812847201,9444595712.0,1532.01,201710131500,7.0,1536.89,1526.18,1531.41,0.1470818952,1529.76,0,1500,24.0,69291.0,2,4
2017-10-16,27.7475329722,1,1.46298148864,-100.0,44.5563157054,-1.60083859613,-28.5,32.8805567138,34.7032690036,22753152.0,-1527033.77554,-0.00284501823635,-4.67927342904,-84.4610504934,22.2475594978,-1.14226429708,-0.594010519072,-0.740984354796,0.0321883873618,-10.8873685893,13.7075072956,6.33501327697,-4.08903220344,69.7675689994,-0.00180702611997,0.017072246893,14628728832.0,1520.7,201710161500,28.0,1546.18,1520.7,1532.88,-0.7382458339,1532.01,0,1500,3.0,107401.0,2,4
2017-10-17,17.5085949348,1,1.43519681831,-98.5899243687,40.661482286,-2.37902782538,-41.37,33.8046558404,34.3225149358,22676994.0,-1591317.38858,-0.00440509797801,-5.54599844212,-177.027508709,21.666305248,-1.32396485485,-1.47093869058,-0.729954335779,0.0355349262973,-18.677035428,8.01937965974,4.24718881528,-4.67274272492,127.686663999,-0.00267305007265,0.016340680156,10196579328.0,1509.64,201710171500,27.0,1522.65,1508.54,1519.43,-0.7272966397,1520.7,0,1500,4.0,76158.0,2,4
2017-10-18,12.7697989248,1,1.40683315624,-92.5533182414,40.39672613,-1.90486097115,-39.27,24.234846086,33.150414641,22588379.0,-1608560.77131,-0.00507358211413,-5.89670561568,-189.786096257,21.2272834445,-1.52195724057,-0.780972885773,-0.0510185499933,0.0389196377807,-19.2065477399,4.51148485185,2.95225246331,-4.57698679053,178.518681,-0.00347322741981,0.0155426143801,12108119040.0,1508.87,201710181500,21.0,1518.14,1502.62,1511.87,-0.0510055377,1509.64,0,1500,10.0,88615.0,2,4
2017-10-19,10.551461977,1,1.53709992298,-92.073323847,31.2106345758,-3.47832339713,-67.68,24.6295893525,31.9828094762,22479655.0,-1664565.04372,-0.00838251306286,-7.90560566336,-258.462974072,22.6960489128,-2.94624696686,-2.21629263108,-2.16527408108,0.0518899553195,-37.5787308484,4.26463970875,5.59447784765,-3.63236463903,441.048324001,-0.00510965596749,0.0144960966624,14078330880.0,1476.55,201710191500,32.0,1506.14,1467.08,1505.47,-2.1420003049,1508.87,0,1500,1.0,108724.0,2,4
2017-10-20,10.551461977,1,1.47298675208,-91.6380681343,31.4806041363,-3.58613847168,-55.92,25.7344480067,30.8986046803,22531853.0,-1646582.69607,-0.00965750849428,-8.73472846574,-194.056239706,21.757045419,-2.18108160153,-2.13006305154,0.0352110295415,0.0602290661154,-37.0387917273,5.86294333566,9.04209969603,-5.04127452028,585.437604,-0.00662560680976,0.0133273326781,6870932480.0,1477.07,201710201500,7.0,1480.2,1470.65,1471.77,0.0352172294,1476.55,0,1500,26.0,52198.0,2,4
2017-10-23,14.0992647436,1,1.4376508233,-97.4184559908,29.2483587721,-3.48655224568,-65.49,26.0575153703,30.0777462751,22476332.0,-1674254.78684,-0.010742442061,-9.39345059489,-156.901895442,21.1001136034,-2.76781035273,-0.602536271652,-0.637747301193,0.0650775274127,-41.5032824559,7.4916888818,7.83848910171,-4.76092104072,710.102436001,-0.00799788522685,0.0120484097385,7400722944.0,1467.68,201710231500,19.0,1477.09,1464.53,1476.79,-0.6357180093,1477.07,0,1500,11.0,55521.0,2,4
2017-10-24,5.89538132969,1,1.42018777239,-82.1340763809,38.5659926985,-1.54407673353,-44.93,26.7286883896,28.894985147,22558457.0,-1606526.81794,-0.00879227587701,-8.09998071333,-100.663595297,21.1086769174,0.660170882369,0.624959852827,1.26270715402,0.0672999970244,-22.8680146029,10.3255426598,14.0960391818,-4.24912114012,605.564496001,-0.00826268211023,0.0108664240037,10549251072.0,1486.33,201710241500,2.0,1488.19,1466.97,1467.5,1.270712962,1467.68,0,1500,32.0,82125.0,3,4
2017-10-25,3.49131482934,1,1.37490932503,-80.0770365514,39.7166501941,-1.32748348102,-37.44,31.5306993587,28.1547499106,22613651.0,-1575641.76124,-0.00693958575417,-6.66227612776,-71.6920995821,20.4701999947,0.79368974695,1.43143704814,0.168729894123,0.0677852120478,-20.5666996117,14.0124649296,20.1028665055,-4.80677866524,494.142825001,-0.00782164999155,0.00979177861848,7294683136.0,1488.84,201710251500,12.0,1491.52,1479.35,1486.63,0.1688723231,1486.33,0,1500,15.0,55194.0,4,4
2017-10-26,7.03976809645,1,1.40110140608,-78.0281920997,40.9039131587,1.00165927331,-54.33,30.3622269367,28.0102611635,22705062.0,-1592249.36155,-0.00525326531757,-5.19498837577,-46.9918529019,20.8951857094,1.59921218833,0.336505034311,0.167775140188,0.0674162495953,-18.1921736826,21.3227487897,29.7693406818,-4.03330902455,396.356241001,-0.00696552176689,0.00882794468147,12509348864.0,1491.34,201710261500,6.0,1506.95,1480.53,1487.38,0.1679159614,1488.84,0,1500,27.0,91411.0,4,0
2017-10-27,4.69750977146,1,1.3993424811,-84.4660194175,36.7817137545,0.0717636943408,-67.31,20.401342964,27.3330106337,22641633.0,-1650374.93345,-0.00536170424708,-4.77681118597,-61.5145069864,20.6841010159,-0.553221896312,-0.721951790436,-0.889726930624,0.0688462305913,-26.4365724909,26.1805755075,28.6695193353,-4.41150019771,268.542105002,-0.00643091592695,0.00786417136709,8732262400.0,1478.13,201710271500,31.0,1495.32,1477.38,1490.43,-0.8857805732,1491.34,0,1500,3.0,63429.0,1,0
2017-10-30,25.8310580585,1,1.60866803491,-84.5361654196,28.287428298,-1.7783167993,-104.85,19.8756089485,27.4589047234,22499366.0,-1688415.8332,-0.00885412052311,-6.51673466575,-144.903456078,23.1902366576,-3.22575589589,-3.39353103607,-2.50380410545,0.079336559003,-43.425143404,27.9576149672,25.4339848846,-3.31325343559,354.292361002,-0.00723865079234,0.00667022567118,20000645120.0,1441.58,201710301500,33.0,1474.83,1422.36,1474.8,-2.4727189084,1478.13,0,1500,1.0,142267.0,2,0
2017-10-31,25.8310580585,1,1.58937418054,-92.8121466645,26.4313701921,-3.7050991368,-106.91,20.1184062596,27.2410601311,22427969.0,-1679181.90167,-0.0113307013289,-7.82931389352,-166.75906722,22.7480768963,-4.1119869467,-3.22226001607,-0.718455910621,0.0898144905433,-47.1372596158,24.0331703365,17.9960067896,-4.79567177619,483.368545002,-0.00860266763786,0.00529845291995,10101195776.0,1431.26,201710311500,23.0,1436.41,1424.58,1434.3,-0.7158811859,1441.58,0,1500,9.0,71397.0,2,0
2017-11-01,20.1943263374,1,1.59298944879,-99.8465514456,24.9437793398,-4.452459633,-107.21,20.0589004464,26.8374640196,22348182.0,-1758672.43349,-0.0129412191226,-8.68464342231,-150.376521525,22.6610714037,-3.83267395708,-1.32886985163,-0.610413941006,0.099935836396,-50.1124413204,17.9003050973,10.2709236178,-4.19075900339,565.182641002,-0.0100488514661,0.003798126065,11403843584.0,1422.55,201711011500,26.0,1444.04,1422.51,1432.28,-0.6085547001,1431.26,0,1500,8.0,79787.0,2,0
2017-11-02,26.4705012167,1,1.63276968462,-84.3041481373,28.897120709,-4.07687046549,-101.47,19.5070479578,26.8568606678,22456171.0,-1723187.00152,-0.0122212368679,-8.12299086607,-129.92660153,23.3574234463,-0.768773893373,-0.0503179827515,0.560095958254,0.10605263395,-42.2057585819,13.0588432134,10.9095992329,-3.7873402572,659.848216001,-0.0107729799333,0.0023222401149,14549657600.0,1430.54,201711021500,9.0,1441.42,1409.01,1422.64,0.5616674282,1422.55,0,1500,24.0,107989.0,2,0
2017-11-03,26.4705012167,1,1.61870698725,-84.5916930658,28.0953036136,-3.49157381286,-94.18,20.0735549488,26.5091954827,22375265.0,-1656120.80937,-0.0115213166663,-7.45058034867,-116.866158681,23.0911789145,-0.331726329296,0.27868761171,-0.281408346544,0.108224795176,-43.8093927727,11.5141467626,13.3619174372,-4.42567065408,732.736261,-0.011022425511,0.000878573372852,11184064512.0,1426.52,201711031500,20.0,1427.98,1410.91,1427.0,-0.2810127644,1430.54,0,1500,14.0,80906.0,2,0
2017-11-06,26.4705012167,1,1.5824847395,-89.3613121965,26.9149166079,-1.45396023807,-89.02,20.4316044966,26.0171208104,22314923.0,-1615013.18838,-0.0110744106138,-6.84699358565,-103.577429355,22.4810947063,-0.135763974468,-0.695859932723,-0.414451586179,0.109232167766,-46.1701667841,13.8366539923,17.2384453067,-4.92767612518,826.611549001,-0.0110397538786,-0.000541753793781,8400971776.0,1420.62,201711061500,17.0,1422.26,1411.97,1421.56,-0.4135939209,1426.52,0,1500,12.0,60342.0,2,0
2017-11-07,6.22182640572,1,1.58389725503,-64.764141311,37.8324086812,0.856587901569,-65.35,29.5957129892,24.7578010519,22426496.0,-1544556.98212,-0.00773935515311,-4.4646308327,-46.9128049794,22.8638736558,0.903257986984,1.18466633353,1.59911791971,0.103835493881,-24.3351826375,17.4188262444,21.6561159894,-3.98606490197,695.660040001,-0.0099396209701,-0.00173829116891,16190923776.0,1443.52,201711071500,0.0,1448.46,1421.65,1421.69,1.6119722375,1420.62,0,1500,34.0,111573.0,3,0
2017-11-08,20.4902152018,1,1.75107288006,-38.6869511946,47.2895698942,3.26948086183,-7.49,42.7266435173,24.0980180188,22608628.0,-1538737.79089,-0.00276507992801,-0.913598712816,36.2247092893,25.7243112518,2.93848285667,3.35293444285,1.75381652314,0.0966467816016,-5.42086021156,25.5697033538,37.8145487653,-3.15067288587,567.291796001,-0.0075481072894,-0.00257688210801,26761125888.0,1469.06,201711081500,0.0,1499.51,1436.6,1441.51,1.7692861893,1443.52,0,1500,34.0,182132.0,4,4
2017-11-09,20.4902152018,1,1.70712943517,-36.9205636104,47.8680792296,2.81362282774,-6.28,48.5829031746,23.612069587,22698444.0,-1507853.69265,0.00028368285732,1.66636545463,39.6047848051,25.1082890196,3.47062753601,1.8715096163,0.117693093164,0.0900336331624,-4.26384154083,38.6962930537,56.6182144065,-4.45447648687,416.945941001,-0.00493751057383,-0.00315764536491,13443741696.0,1470.79,201711091500,27.0,1476.4,1459.3,1461.02,0.1177623787,1469.06,0,1500,6.0,89816.0,4,3
2017-11-10,22.967905607,1,1.70563023194,-34.9091280376,48.5604139045,3.24145472899,5.08,54.9911861975,22.9563248642,22809987.0,-1478147.14773,0.00212592435506,3.51395531272,44.004396122,25.1198398039,2.00536161774,0.2515450946,0.133852001435,0.0814391894079,-2.87917219104,54.2621181107,68.3535911602,-4.065275549,382.302460001,-0.0025830322642,-0.00354736849813,16340979712.0,1472.76,201711101500,10.0,1482.03,1456.76,1472.45,0.1339416232,1470.79,0,1500,20.0,111543.0,4,3
2017-11-13,26.5325962577,0,1.72369068477,-42.7098223402,46.0085209955,3.13243513396,-21.21,55.537280912,22.3888699127,22711300.0,-1562579.35884,0.00220599266215,4.18435666455,53.038167428,25.2541369608,-0.2685590092,-0.386252102364,-0.5201041038,0.074249838013,-7.98295800897,63.9580665578,66.9023941068,-3.99385556336,425.865584001,-0.000986690622083,-0.00386112178904,14323714048.0,1465.12,201711131500,30.0,1490.17,1463.17,1475.37,-0.5187539042,1472.76,0,1500,3.0,98687.0,4,3
2017-11-14,14.1174998638,1,1.71630419818,-58.0457422912,41.4020993721,0.455830192862,-38.74,49.9254660357,21.5452816318,22616474.0,-1613124.96143,0.000557762860669,3.60126416572,6.47001794132,24.8881271778,-1.41671518292,-1.55056718436,-1.03046308056,0.0689784815167,-17.1958012558,64.8459177409,59.2817679558,-4.2771765589,405.005936001,-0.000471872794499,-0.004223583231,13246099456.0,1450.1,201711141500,29.0,1465.53,1445.4,1464.38,-1.0251719996,1465.12,0,1500,5.0,94826.0,1,3
2017-11-15,9.79547401748,1,1.69013675499,-63.8232044199,39.0607449416,-1.85901188515,-49.59,43.6117092952,20.5239395077,22536814.0,-1665899.71143,-0.0012469641608,2.68052848598,-9.39749362288,24.3675466651,-2.12805379019,-1.60794968639,-0.577486605833,0.0630069910191,-21.8785101168,57.8626586129,47.403813776,-4.40571403045,343.688816001,-0.000730236583267,-0.00466062448083,11272427520.0,1441.75,201711151500,28.0,1456.38,1438.78,1445.0,-0.5758223571,1450.1,0,1500,3.0,79660.0,2,4
2017-11-16,4.1837390021,1,1.73305867718,-92.8839779006,32.7739713015,-3.76260377076,-62.68,43.0955927435,20.1299008665,22453962.0,-1746521.93826,-0.00492010289261,0.444794555291,-79.0990509165,24.5305790462,-3.44896486387,-2.41850178331,-1.84101517748,0.0667251377547,-34.452057397,44.9159457876,28.0622556311,-3.99672170126,420.130229001,-0.00212685868638,-0.00531439770321,11179571200.0,1415.45,201711161500,33.0,1441.11,1415.1,1438.55,-1.8241720132,1441.75,0,1500,1.0,82852.0,2,4
2017-11-17,9.5222163897,1,1.7214116587,-75.0528541226,38.1016552022,-3.00456286157,-13.07,43.0132947483,19.9546677492,22601449.0,-1619614.51966,-0.00526743835331,0.0128955347834,-77.0305799261,24.5905376858,-1.50005765575,-0.922571049918,0.918444127562,0.0669871741153,-23.7966895956,32.2365340083,21.2435326179,-4.03081984839,412.109136,-0.00317371857536,-0.00598049705674,19971313664.0,1428.51,201711171500,18.0,1430.28,1404.91,1414.86,0.9226747677,1415.45,0,1500,16.0,147487.0,2,4
2017-11-20,16.5535273417,1,1.8154628122,-85.0243320173,33.3886767117,-3.97305340177,-24.35,42.2803272949,19.8417576842,22503791.0,-1594937.49815,-0.00743245822274,-1.47770346923,-120.367514024,25.5419278511,-2.44618433119,-0.60516915371,-1.52361328127,0.0715705928619,-33.2226465766,21.312833797,14.6327131419,-3.98951727184,503.465721001,-0.00459329845782,-0.00678440064585,12990751744.0,1406.91,201711201500,30.0,1416.64,1390.6,1415.69,-1.5120650188,1428.51,0,1500,4.0,97658.0,2,4
2017-11-21,17.3912850461,0,2.01560076692,-31.9621705996,50.8910187487,1.00682711537,42.15,52.1919232291,19.9909816447,22711489.0,-1500710.53543,-0.00204994147229,1.516116866,35.2373058489,29.5225044331,3.42029416035,2.50185003279,4.02546331406,0.0684456912426,1.78203749732,24.6635063517,38.1142732953,-2.89162877756,531.652065001,-0.00374551279597,-0.00722314971002,29715666944.0,1464.7,201711211500,0.0,1486.9,1405.63,1407.83,4.1075832854,1406.91,0,1500,34.0,207698.0,3,3
2017-11-22,17.3912850461,0,2.00389577368,-29.7768799927,51.4567187505,1.75689266516,36.54,60.2318596344,20.1295467509,22861273.0,-1543020.87728,0.00124230862185,3.62415106726,81.1555787891,29.3987541165,2.66420877204,4.18782205332,0.162358739251,0.0646886370239,2.913437501,36.0496575047,55.4019860769,-3.96635306596,523.869081001,-0.0020829056567,-0.00740480211545,22438512640.0,1467.08,201711221500,23.0,1484.9,1457.11,1462.67,0.1624906124,1464.7,0,1500,9.0,149784.0,4,3
2017-11-23,0.393104141322,0,2.21417243632,-62.7674226425,43.3400219109,1.10918789078,4.63,58.6184772679,19.6511364601,22737718.0,-1629338.47126,-0.000805204915331,2.61337016986,-4.36992653929,31.6881288224,1.70825066823,-2.31721264583,-2.47957138508,0.0589119627833,-13.3199561783,52.5004651525,63.9851360852,-3.14800975985,487.122801001,-0.00165700540958,-0.00767989784847,17957529600.0,1431.15,201711231500,34.0,1483.34,1421.89,1464.56,-2.4490825313,1467.08,0,1500,0.0,123555.0,1,4
2017-11-24,2.40268286469,0,2.1532102319,-59.3976677991,44.3063759047,0.441718993917,14.2,57.199645618,18.555502044,22838815.0,-1539834.71324,-0.0014911537546,2.2219862829,-70.0591768831,30.8946910494,-2.06110375383,-2.22346249308,0.256108891999,0.0550082066038,-11.3872481906,57.9573079812,54.4848017816,-4.24447495438,401.120409001,-0.00160172152458,-0.00797067294415,14198368256.0,1434.82,201711241500,8.0,1436.0,1415.42,1426.51,0.256437131,1431.15,0,1500,24.0,101097.0,2,4
2017-11-27,2.28524684266,0,2.14568353115,-58.855936094,44.470342534,2.02571593066,-8.11,56.5981269415,18.0435183996,22927258.0,-1516856.28835,-0.00171392711501,2.03772267172,-52.2621908777,30.7993559745,-2.18235080459,0.297220580492,0.0411116884926,0.0551532504361,-11.0593149319,54.2872896202,44.3919309938,-3.88278370559,334.620516001,-0.00163912338806,-0.00825168863023,12366896128.0,1435.41,201711271500,9.0,1446.35,1416.79,1427.31,0.0411201405,1434.82,0,1500,25.0,88443.0,2,4
2017-11-28,2.28524684266,0,2.08373796686,-56.8243446821,44.0396199812,-2.12398443367,-35.47,48.9932502117,17.5681050155,22861583.0,-1452401.25739,-0.00192402856075,1.83449248782,-59.1167085462,29.8722591191,0.170347088394,-0.0857618036048,-0.126873492097,0.0550011662672,-11.9207600376,48.1914019832,45.6974731741,-4.48601701708,317.838101001,-0.00173409177896,-0.0085251774803,9147691008.0,1433.59,201711281500,11.0,1433.74,1417.59,1429.04,-0.1267930417,1435.41,0,1500,23.0,65675.0,2,4
